# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
mscR	Rv2259	CCP45040	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
mshA	Rv0486	CCP43220	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
mshC	Rv2130c	CCP44905	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
mshD	Rv0819	CCP43567	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
msrA	Rv0137c	CCP42862	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
mtc28	Rv0040c	CCP42762	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
mtn	Rv0091	CCP42816	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
mtr	Rv2855	CCP45656	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
mtrA	Rv3246c	CCP46065	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
mtrB	Rv3245c	CCP46064	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1
murA	Rv1315	CCP44072	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
murB	Rv0482	CCP43216	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
murC	Rv2152c	CCP44928	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
murD	Rv2155c	CCP44931	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
murE	Rv2158c	CCP44934	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
murF	Rv2157c	CCP44933	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
murG	Rv2153c	CCP44929	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
murX	Rv2156c	CCP44932	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
mutB	Rv1493	CCP44254	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
mutT1	Rv2985	CCP45790	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mutT3	Rv0413	CCP43144	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
mutT4	Rv3908	CCP46737	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mutY	Rv3589	CCP46412	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
mycP1	Rv3883c	CCP46712	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
mycP2	Rv3886c	CCP46715	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
mycP3	Rv0291	CCP43021	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mycP4	Rv3449	CCP46271	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
mycP5	Rv1796	CCP44562	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
mymT	Rv0186A	CCP42913	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
nadA	Rv1594	CCP44358	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
nadB	Rv1595	CCP44359	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
nadC	Rv1596	CCP44360	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
nadD	Rv2421c	CCP45212	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
nadE	Rv2438c	CCP45230	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
nadR	Rv0212c	CCP42940	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nagA	Rv3332	CCP46153	protein_coding	0	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0	1	5
nanT	Rv1902c	CCP44669	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
narG	Rv1161	CCP43917	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
narH	Rv1162	CCP43918	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
narI	Rv1164	CCP43920	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
narJ	Rv1163	CCP43919	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
narK1	Rv2329c	CCP45116	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
narK2	Rv1737c	CCP44503	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
narK3	Rv0261c	CCP42990	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
narL	Rv0844c	CCP43592	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
narU	Rv0267	CCP42996	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
narX	Rv1736c	CCP44502	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
nat	Rv3566c	CCP46388	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
ncrMT1234	EBG00000313387	EBG00000313387-1	lincRNA	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ncrMT3949	EBG00000313356	EBG00000313356-1	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ndhA	Rv0392c	CCP43122	protein_coding	0	0	1	12	0	0	0	0	11	0	1	0	0	0	0	0	0	1
ndkA	Rv2445c	CCP45238	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
nei	Rv3297	CCP46116	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
nicT	Rv2856	CCP45657	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
nirB	Rv0252	CCP42981	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
nirD	Rv0253	CCP42982	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
nlhH	Rv1399c	CCP44158	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
nmtR	Rv3744	CCP46571	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
nrdB	Rv0233	CCP42961	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
nrdE	Rv3051c	CCP45860	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
nrdF1	Rv1981c	CCP44750	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
nrdF2	Rv3048c	CCP45857	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nrdH	Rv3053c	CCP45862	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
nrdI	Rv3052c	CCP45861	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
nrdZ	Rv0570	CCP43308	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
nrp	Rv0101	CCP42826	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
nth	Rv3674c	CCP46497	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
nudC	Rv3199c	CCP46014	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
nuoA	Rv3145	CCP45956	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nuoB	Rv3146	CCP45957	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nuoC	Rv3147	CCP45958	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
nuoD	Rv3148	CCP45959	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
nuoE	Rv3149	CCP45960	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
nuoF	Rv3150	CCP45961	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
nuoG	Rv3151	CCP45962	protein_coding	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1
nuoH	Rv3152	CCP45963	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
nuoI	Rv3153	CCP45964	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
nuoJ	Rv3154	CCP45965	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
nuoK	Rv3155	CCP45966	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
nuoL	Rv3156	CCP45967	protein_coding	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	2
nuoM	Rv3157	CCP45968	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0
nuoN	Rv3158	CCP45969	protein_coding	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0
nusA	Rv2841c	CCP45642	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
nusB	Rv2533c	CCP45328	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
obg	Rv2440c	CCP45233	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0
ogt	Rv1316c	CCP44073	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ompA	Rv0899	CCP43647	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
omt	Rv1153c	CCP43908	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
opcA	Rv1446c	CCP44205	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
oplA	Rv0266c	CCP42995	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
oppA	Rv1280c	CCP44036	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
oppB	Rv1283c	CCP44039	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
oppC	Rv1282c	CCP44038	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
oppD	Rv1281c	CCP44037	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
orn	Rv2511	CCP45305	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
otsB1	Rv2006	CCP44778	protein_coding	0	1	0	10	0	0	0	0	7	0	0	0	0	0	0	0	1	3
otsB2	Rv3372	CCP46193	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
oxcA	Rv0118c	CCP42843	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
oxyR'	Rv2427A	Rv2427A	pseudogene	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
oxyS	Rv0117	CCP42842	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
pabB	Rv1005c	CCP43755	protein_coding	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	3
pafA	Rv2097c	CCP44872	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
pafB	Rv2096c	CCP44871	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
pafC	Rv2095c	CCP44870	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
panB	Rv2225	CCP45003	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
panC	Rv3602c	CCP46425	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
panD	Rv3601c	CCP46424	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
papA1	Rv3824c	CCP46653	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
papA2	Rv3820c	CCP46649	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
papA3	Rv1182	CCP43938	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
papA4	Rv1528c	CCP44292	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
papA5	Rv2939	CCP45742	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
parA	Rv3918c	CCP46747	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
parB	Rv3917c	CCP46746	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
parD1	Rv1960c	CCP44728	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
parE1	Rv1959c	CCP44727	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
pbpA	Rv0016c	CCP42738	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
pbpB	Rv2163c	CCP44940	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
pca	Rv2967c	CCP45771	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pcaA	Rv0470c	CCP43203	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
pcd	Rv3293	CCP46112	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pckA	Rv0211	CCP42939	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
pcnA	Rv3907c	CCP46736	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
pcp	Rv0319	CCP43049	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	3
pdc	Rv0853c	CCP43601	protein_coding	0	1	1	2	0	0	0	0	1	0	1	0	0	0	0	0	1	1
pdxH	Rv2607	CCP45404	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pepA	Rv0125	CCP42850	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
pepC	Rv0800	CCP43548	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1
pepD	Rv0983	CCP43733	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	2
pepE	Rv2089c	CCP44864	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
pepN	Rv2467	CCP45260	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pepQ	Rv2535c	CCP45330	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pepR	Rv2782c	CCP45581	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
pfkA	Rv3010c	CCP45816	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pflA	Rv3138	CCP45949	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
pgi	Rv0946c	CCP43694	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
pgk	Rv1437	CCP44196	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7
pgmA	Rv3068c	CCP45877	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
pgsA1	Rv2612c	CCP45409	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pgsA2	Rv1822	CCP44588	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
pgsA3	Rv2746c	CCP45545	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pheA	Rv3838c	CCP46667	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
pheS	Rv1649	CCP44414	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
pheT	Rv1650	CCP44415	protein_coding	0	0	2	2	0	0	0	0	1	0	2	0	0	0	0	0	0	1
pheU	EBG00000313332	EBG00000313332-1	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
phoH1	Rv2368c	CCP45156	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
phoH2	Rv1095	CCP43848	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
phoP	Rv0757	CCP43504	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
phoR	Rv0758	CCP43505	protein_coding	0	0	1	4	0	0	0	0	2	0	1	0	0	0	0	0	0	2
phoT	Rv0820	CCP43568	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
phoY1	Rv3301c	CCP46120	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
phoY2	Rv0821c	CCP43569	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
php	Rv0230c	CCP42958	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
phyA	Rv3397c	CCP46219	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
pimA	Rv2610c	CCP45407	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
pimB	Rv2188c	CCP44965	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
pimE	Rv1159	CCP43914	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
pirG	Rv3810	CCP46639	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
pitA	Rv0545c	CCP43283	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
pitB	Rv2281	CCP45063	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
pknA	Rv0015c	CCP42737	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
pknB	Rv0014c	CCP42736	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1
pknD	Rv0931c	CCP43679	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pknE	Rv1743	CCP44509	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
pknF	Rv1746	CCP44512	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
pknG	Rv0410c	CCP43141	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
pknH	Rv1266c	CCP44022	protein_coding	0	0	1	4	0	0	0	0	2	0	1	0	0	0	0	0	0	2
pknI	Rv2914c	CCP45716	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
pknJ	Rv2088	CCP44863	protein_coding	0	1	0	7	0	0	0	0	1	0	0	0	0	0	0	0	1	6
pknK	Rv3080c	CCP45889	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
pknL	Rv2176	CCP44953	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
pks1	Rv2946c	CCP45750	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
pks10	Rv1660	CCP44425	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
pks11	Rv1665	CCP44430	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
pks12	Rv2048c	CCP44821	protein_coding	0	2	2	3	0	0	0	0	0	0	2	0	0	0	0	0	2	3
pks13	Rv3800c	CCP46629	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	1	0
pks15	Rv2947c	CCP45751	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
pks16	Rv1013	CCP43763	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
pks17	Rv1663	CCP44428	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
pks2	Rv3825c	CCP46654	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1
pks3	Rv1180	CCP43936	protein_coding	1	0	0	3	0	0	0	0	2	0	0	0	1	0	1	0	0	1
pks4	Rv1181	CCP43937	protein_coding	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	2
pks5	Rv1527c	CCP44291	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
pks6	Rv0405	CCP43136	protein_coding	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1
pks7	Rv1661	CCP44426	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
pks8	Rv1662	CCP44427	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
pks9	Rv1664	CCP44429	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
plcA	Rv2351c	CCP45139	protein_coding	0	7	6	15	0	0	0	0	14	0	6	0	0	0	0	0	7	1
plcB	Rv2350c	CCP45138	protein_coding	0	2	3	23	0	0	0	0	9	0	3	0	0	0	0	0	2	14
plcC	Rv2349c	CCP45137	protein_coding	0	0	0	29	0	0	0	0	10	0	0	0	0	0	0	0	0	19
plcD	Rv1755c	CCP44521	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
plsB1	Rv1551	CCP44315	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
plsB2	Rv2482c	CCP45276	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
plsC	Rv2483c	CCP45277	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pncA	Rv2043c	CCP44816	protein_coding	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0
pncB1	Rv1330c	CCP44088	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
pncB2	Rv0573c	CCP43311	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
pnp	Rv0535	CCP43273	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	3
pntAa	Rv0155	CCP42880	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
pntAb	Rv0156	CCP42881	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
pntB	Rv0157	CCP42882	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
polA	Rv1629	CCP44393	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ponA1	Rv0050	CCP42772	protein_coding	0	1	3	4	0	1	0	0	1	0	2	0	0	0	0	0	1	3
ponA2	Rv3682	CCP46506	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ppa	Rv3628	CCP46451	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ppdK	Rv1127c	CCP43881	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
ppgK	Rv2702	CCP45500	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ppiA	Rv0009	CCP42731	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	4
ppiB	Rv2582	CCP45378	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	1	0
ppk1	Rv2984	CCP45789	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ppk2	Rv3232c	CCP46051	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ppm1	Rv2051c	CCP44824	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
ppnK	Rv1695	CCP44460	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ppsA	Rv2931	CCP45734	protein_coding	0	2	5	1	0	0	0	0	1	0	5	0	0	0	0	0	2	0
ppsB	Rv2932	CCP45735	protein_coding	0	1	0	9	0	0	0	0	2	0	0	0	0	0	0	0	1	7
ppsC	Rv2933	CCP45736	protein_coding	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1
ppsD	Rv2934	CCP45737	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
ppsE	Rv2935	CCP45738	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
pptT	Rv2794c	CCP45593	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
pqqE	Rv0693	CCP43437	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
pra	Rv1078	CCP43829	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
prcA	Rv2109c	CCP44884	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
prcB	Rv2110c	CCP44885	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
prfA	Rv1299	CCP44056	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
prfB	Rv3105c	CCP45915	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
priA	Rv1402	CCP44161	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
proA	Rv2427c	CCP45218	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
proB	Rv2439c	CCP45232	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
proC	Rv0500	CCP43235	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0
proS	Rv2845c	CCP45646	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
proT	EBG00000313348	EBG00000313348-1	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
proV	Rv3758c	CCP46585	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
